name;label;description
sc_schulstandort;Schulstandort;Bezeichnung des Schulstandorts
sc_schultyp;Schultyp;Art des Schulhauses
sc_adresse;Adresse;Adresse des Schulhauses
mapbs_sc_link;Link;Internetadresse des Schulhauses
