name;label;description
schulstand;Schulstandort;Bezeichnung des Schulstandorts
schultyp;Schultyp;Art des Schulhauses
strasse;Strasse;Strassenname des Schulhauses
hausnummer;Hausnummer;Hausnummer des Schulhauses
plz;PLZ;Postleitzahl des Schulhauses
ortschaft;Ortschaft;Ortschaftsname des Schulhauses
link;Link;Internetadresse des Schulhauses
