name;label;description
objid;Objekt-ID;Identifikationsnummer (für kantonsinterne Zwecke verwendet)
objectid;Objekt-ID;Identifikationsnummer (für kantonsinterne Zwecke verwendet)
name;Name;Name
infos;Infos;Infos
zufahrt;Zufahrt;Zufahrt
