name;label;description
id_eindol;Id_Eindolung;Eindeutiger Identifikator
id_gachse;Gewässerachse-Id;Identifikationsnummer der Gewässerachse
gew_name;Gewässername;Gewässername
abschnitt;Abschnitt;Eindolungabschnittsnummer
