name;label;description
id_pumpe;Id_Velopumpe;Eindeutiger Identifikator der Velopumpe
haendler;Händler;Händlername
ort;Ort;Ort
strasse;Strasse;Strasse und Hausnummer
plz;Postleitzahl;Postleitzahl
pumpe;Pumpentyp;Kategorien unterschiedlicher Pumpentypen
link;Link;Webseite
verfuegbar;Verfügbarkeit;Kategorien unterschiedlicher Verfügbarkeit. Der Wert „7/24“ in den Daten entspricht im Modell dem wert „jederzeit“.
