name;label;description
id_ksrb;Id_KS_Riehen_Bettingen;Eindeutiger Identifikator der Kantonsstrassen in Riehen und Bettingen
gemeinde;Gemeinde;Gemeinden (siehe 9.4 Wertebereich in der Modellbeschreibung)
eigentum;Eigentum;Eigentümer
strasse;Strasse;Strassenname
