name;label;description
id_fussgae;Id_Fussgängerzone;Eindeutiger Identifikator der Fussgängerzonen
regime;Regime;Regime der Zone
regimenr;Regimenummer;Nummer des Regimes
name;Name;Name des Regimes
umdatum;Umsetzungsdatum;Datum der Umsetzung
umjahr;Umsetzungsjahr;Jahr der Umsetzung
