name;label;description
id_begegnu;Id_Begegnungszone;Eindeutiger Identifikator der Begegnungszonen
regime;Regime;Regime der Zone
regimenr;Regimenummer;Nummer des Regimes
name;Name;Name des Regimes
umdatum;Umsetzungsdatum;Datum der Umsetzung
umjahr;Umsetzungsjahr;Jahr der Umsetzung
